id_registro,fondo_id,originador,tipo_activo_subyacente,fecha_constitucion_fondo,monto_total_emitido_usd,codigo_valor,serie,monto_tramo_usd,saldo_vigente_usd,tasa_cupon_pct,plazo_meses,periodicidad_pago,clasificadora,clasificacion_riesgo,fecha_pago,monto_interes_usd,monto_capital_usd,estado_pago,dias_mora
PAG-0229,FT-008,Inmobiliaria Santa Elena,Cartera de créditos,2021-03-16,33159517.67,VTRTFT008A,A,34952950.95,9914898.43,5.96,120,Semestral,"MOODY'S, S.A. DE C.V.",A.sv,2026-05-09,49186.06,936956.52,Pagado con retraso,8
PAG-0230,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2023-05-06,101105.26,470940.13,Pagado,0
PAG-0231,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2023-06-05,107064.84,342479.04,En mora,25
PAG-0232,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2023-07-05,90759.34,283879.87,Pagado,0
PAG-0233,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2023-08-04,93722.81,331322.35,Pagado,0
PAG-0234,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2023-09-03,97713.77,339536.6,Pagado,0
PAG-0235,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2023-10-03,88923.7,459365.78,Pagado,0
PAG-0236,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2023-11-02,104678.62,464789.98,Pagado,0
PAG-0237,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2023-12-02,97708.52,374546.83,Pagado,0
PAG-0238,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2024-01-01,103265.17,474118.93,Pagado,0
PAG-0239,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2024-01-31,103616.38,418021.37,Pagado,0
PAG-0240,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2024-03-01,97095.02,302861.42,Pagado,0
PAG-0241,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2024-03-31,89833.29,474866.02,Pagado,0
PAG-0242,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2024-04-30,101752.78,384164.02,Pagado,0
PAG-0243,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2024-05-30,92648.04,368810.77,Pagado,0
PAG-0244,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2024-06-29,98014.51,304673.99,Pagado,0
PAG-0245,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2024-07-29,93333.96,362147.07,Pagado,0
PAG-0246,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2024-08-28,99480.76,449603.22,Pagado,0
PAG-0247,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2024-09-27,89099.75,289907.01,Pagado,0
PAG-0248,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2024-10-27,93358.42,434548.22,Pagado,0
PAG-0249,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2024-11-26,105500.02,468924.51,Pagado,0
PAG-0250,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2024-12-26,99185.19,300693.12,Pagado,0
PAG-0251,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2025-01-25,106697.29,428743.13,Pagado,0
PAG-0252,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2025-02-24,99425.25,483802.34,Pagado,0
PAG-0253,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2025-03-26,95164.1,450162.97,Pagado con retraso,11
PAG-0254,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2025-04-25,101528.67,485895.65,En mora,38
PAG-0255,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2025-05-25,89637.19,422301.24,Pagado,0
PAG-0256,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2025-06-24,88169.29,339182.19,En mora,26
PAG-0257,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2025-07-24,106306.45,379962.42,Pagado,0
PAG-0258,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2025-08-23,90498.01,285920.85,Pagado con retraso,2
PAG-0259,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2025-09-22,97720.66,392260.48,Pagado con retraso,9
PAG-0260,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2025-10-22,88550.15,345595.2,Pagado con retraso,3
PAG-0261,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2025-11-21,99468.28,303641.07,Pagado,0
PAG-0262,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2025-12-21,,,Pendiente,0
PAG-0263,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2026-01-20,101886.79,278226.46,Pagado,0
PAG-0264,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2026-02-19,101855.62,491063.14,Pagado,0
PAG-0265,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2026-03-21,102495.79,448355.81,Pagado,0
PAG-0266,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2026-04-20,92480.7,490145.5,Pagado con retraso,15
PAG-0267,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2026-05-20,,,Pendiente,0
PAG-0268,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009A,A,16474088.56,13694119.25,8.55,120,Mensual,"MOODY'S, S.A. DE C.V.",A+.sv,2026-06-19,107024.02,374309.68,Pagado,0
PAG-0269,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009B,B,14464300.83,9390346.15,6.3,84,Trimestral,"MOODY'S, S.A. DE C.V.",AAA.sv,2023-07-06,48134.6,490087.09,En mora,57
PAG-0270,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009B,B,14464300.83,9390346.15,6.3,84,Trimestral,"MOODY'S, S.A. DE C.V.",AAA.sv,2023-10-05,,,Pendiente,0
PAG-0271,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009B,B,14464300.83,9390346.15,6.3,84,Trimestral,"MOODY'S, S.A. DE C.V.",AAA.sv,2024-01-04,44883.87,476528.51,Pagado,0
PAG-0272,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009B,B,14464300.83,9390346.15,6.3,84,Trimestral,"MOODY'S, S.A. DE C.V.",AAA.sv,2024-04-04,53581.39,543298.71,Pagado,0
PAG-0273,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009B,B,14464300.83,9390346.15,6.3,84,Trimestral,"MOODY'S, S.A. DE C.V.",AAA.sv,2024-07-04,45598.69,361764.25,Pagado,0
PAG-0274,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009B,B,14464300.83,9390346.15,6.3,84,Trimestral,"MOODY'S, S.A. DE C.V.",AAA.sv,2024-10-03,48799.61,486006.12,Pagado con retraso,2
PAG-0275,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009B,B,14464300.83,9390346.15,6.3,84,Trimestral,"MOODY'S, S.A. DE C.V.",AAA.sv,2025-01-02,53700.89,401732.84,Pagado,0
PAG-0276,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009B,B,14464300.83,9390346.15,6.3,84,Trimestral,"MOODY'S, S.A. DE C.V.",AAA.sv,2025-04-03,47816.25,345215.67,Pagado,0
PAG-0277,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009B,B,14464300.83,9390346.15,6.3,84,Trimestral,"MOODY'S, S.A. DE C.V.",AAA.sv,2025-07-03,49319.11,405707.65,En mora,28
PAG-0278,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009B,B,14464300.83,9390346.15,6.3,84,Trimestral,"MOODY'S, S.A. DE C.V.",AAA.sv,2025-10-02,46583.31,429691.43,Pagado,0
PAG-0279,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009B,B,14464300.83,9390346.15,6.3,84,Trimestral,"MOODY'S, S.A. DE C.V.",AAA.sv,2026-01-01,51416.27,434495.16,Pagado,0
PAG-0280,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009B,B,14464300.83,9390346.15,6.3,84,Trimestral,"MOODY'S, S.A. DE C.V.",AAA.sv,2026-04-02,44747.05,602890.24,Pagado,0
PAG-0281,FT-009,Viva Outdoor,Flujos de remesas,2023-02-05,28862251.26,VTRTFT009B,B,14464300.83,9390346.15,6.3,84,Trimestral,"MOODY'S, S.A. DE C.V.",AAA.sv,2026-07-02,52564.02,557022.49,Pagado,0
PAG-0282,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2019-04-26,19327.88,124981.24,Pagado,0
PAG-0283,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2019-05-26,,,Pendiente,0
PAG-0284,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2019-06-25,19303.44,95878.43,Pagado con retraso,4
PAG-0285,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2019-07-25,18140.72,73234.0,Pagado,0
PAG-0286,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2019-08-24,20002.52,97920.25,Pagado,0
PAG-0287,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2019-09-23,20422.86,106340.2,Pagado,0
PAG-0288,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2019-10-23,18950.15,84944.33,Pagado,0
PAG-0289,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2019-11-22,18624.69,107429.93,Pagado,0
PAG-0290,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2019-12-22,18576.81,110418.69,Pagado,0
PAG-0291,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2020-01-21,20685.49,74435.85,Pagado,0
PAG-0292,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2020-02-20,18919.74,129954.75,Pagado,0
PAG-0293,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2020-03-21,18478.14,98705.49,Pagado,0
PAG-0294,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2020-04-20,20709.61,85650.62,Pagado,0
PAG-0295,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2020-05-20,19982.2,91147.45,Pagado con retraso,11
PAG-0296,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2020-06-19,17394.53,105445.55,Pagado con retraso,3
PAG-0297,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2020-07-19,17170.36,103281.27,Pagado con retraso,3
PAG-0298,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2020-08-18,20140.37,111643.54,En mora,35
PAG-0299,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2020-09-17,19389.8,119290.98,Pagado,0
PAG-0300,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2020-10-17,19935.61,97954.38,Pagado,0
PAG-0301,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2020-11-16,17168.36,82383.33,Pagado,0
PAG-0302,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2020-12-16,20529.5,101434.15,En mora,39
PAG-0303,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2021-01-15,18791.54,72562.9,Pagado,0
PAG-0304,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2021-02-14,18083.89,122344.82,Pagado,0
PAG-0305,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2021-03-16,19480.47,86830.54,Pagado con retraso,7
PAG-0306,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2021-04-15,,,Pendiente,0
PAG-0307,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2021-05-15,18463.75,129073.83,Pagado,0
PAG-0308,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2021-06-14,18882.69,126094.03,Pagado,0
PAG-0309,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2021-07-14,20029.91,114200.35,Pagado,0
PAG-0310,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2021-08-13,19279.16,119944.89,Pagado,0
PAG-0311,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2021-09-12,18216.51,75182.99,Pagado,0
PAG-0312,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2021-10-12,18160.91,106694.95,Pagado,0
PAG-0313,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2021-11-11,19609.06,91554.17,Pagado,0
PAG-0314,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2021-12-11,20290.2,91615.22,En mora,22
PAG-0315,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2022-01-10,19419.02,118083.71,Pagado,0
PAG-0316,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2022-02-09,19538.85,94850.58,Pagado,0
PAG-0317,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2022-03-11,19836.27,80002.34,Pagado,0
PAG-0318,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2022-04-10,20209.47,111245.91,Pagado,0
PAG-0319,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2022-05-10,17479.79,84585.96,Pagado,0
PAG-0320,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2022-06-09,18371.2,127611.07,Pagado,0
PAG-0321,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2022-07-09,17582.6,97486.6,Pagado,0
PAG-0322,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2022-08-08,18680.23,74991.01,Pagado,0
PAG-0323,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2022-09-07,18389.33,89313.19,Pagado,0
PAG-0324,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010A,A,4321777.91,3509359.04,6.46,120,Mensual,Zumma Ratings,N-2,2022-10-07,20632.08,71917.2,Pagado,0
PAG-0325,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010B,B,5360500.57,4878787.28,7.63,60,Trimestral,"MOODY'S, S.A. DE C.V.",N-2,2019-06-26,31131.05,304117.16,Pagado,0
PAG-0326,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010B,B,5360500.57,4878787.28,7.63,60,Trimestral,"MOODY'S, S.A. DE C.V.",N-2,2019-09-25,32726.89,273488.52,Pagado,0
PAG-0327,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010B,B,5360500.57,4878787.28,7.63,60,Trimestral,"MOODY'S, S.A. DE C.V.",N-2,2019-12-25,31715.06,272018.21,En mora,17
PAG-0328,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010B,B,5360500.57,4878787.28,7.63,60,Trimestral,"MOODY'S, S.A. DE C.V.",N-2,2020-03-25,28679.73,295240.72,Pagado,0
PAG-0329,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010B,B,5360500.57,4878787.28,7.63,60,Trimestral,"MOODY'S, S.A. DE C.V.",N-2,2020-06-24,33494.44,235634.62,Pagado,0
PAG-0330,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010B,B,5360500.57,4878787.28,7.63,60,Trimestral,"MOODY'S, S.A. DE C.V.",N-2,2020-09-23,32149.68,294172.75,Pagado,0
PAG-0331,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010B,B,5360500.57,4878787.28,7.63,60,Trimestral,"MOODY'S, S.A. DE C.V.",N-2,2020-12-23,30074.35,180055.18,Pagado,0
PAG-0332,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010B,B,5360500.57,4878787.28,7.63,60,Trimestral,"MOODY'S, S.A. DE C.V.",N-2,2021-03-24,33448.85,295026.66,Pagado con retraso,15
PAG-0333,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010B,B,5360500.57,4878787.28,7.63,60,Trimestral,"MOODY'S, S.A. DE C.V.",N-2,2021-06-23,32263.15,196012.7,Pagado,0
PAG-0334,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010B,B,5360500.57,4878787.28,7.63,60,Trimestral,"MOODY'S, S.A. DE C.V.",N-2,2021-09-22,29310.1,314583.3,Pagado con retraso,4
PAG-0335,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010B,B,5360500.57,4878787.28,7.63,60,Trimestral,"MOODY'S, S.A. DE C.V.",N-2,2021-12-22,32822.49,174403.99,Pagado,0
PAG-0336,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010B,B,5360500.57,4878787.28,7.63,60,Trimestral,"MOODY'S, S.A. DE C.V.",N-2,2022-03-23,30207.66,288053.09,Pagado,0
PAG-0337,FT-010,Plaza Mundo Apopa,Cuentas por cobrar comerciales,2019-01-26,9376460.34,VTRTFT010B,B,5360500.57,4878787.28,7.63,60,Trimestral,"MOODY'S, S.A. DE C.V.",N-2,2022-06-22,31715.5,183165.69,Pagado,0
